15687_12_1558061359511953160,0,198,206,0,33,0,12,0,0,0,129167557
15687_12_1558061359679847554,0,203,198,0,30,0,17,0,0,0,107430979
15687_12_1558061359834949336,0,199,205,0,33,0,12,0,0,0,103355981
15687_12_1558061359938335129,0,208,196,0,33,0,22,0,0,0,157487406
15687_12_1558061360155803025,0,210,194,0,33,0,23,0,0,0,107521355
15687_12_1558061360325800478,0,201,204,0,34,0,15,0,0,0,115593680
15687_12_1558061360496135877,0,203,202,0,34,0,17,0,0,0,131971083
15687_12_1558061360665295622,0,200,207,0,36,0,14,0,0,0,170651831
15687_12_1558061360835969663,0,203,198,0,30,0,17,0,0,0,139689080
15687_12_1558061361024787099,0,200,202,0,31,0,14,0,0,0,116860547
15687_12_1558061361191457896,0,201,201,0,31,0,15,0,0,0,93151675
15687_12_1558061361284640227,0,195,210,0,34,0,9,0,0,0,180456069
15687_12_1558061361527816856,0,210,197,0,36,0,23,0,0,0,116034237
15687_12_1558061361731215022,0,205,199,0,33,0,19,0,0,0,110948541
15687_12_1558061361884248441,0,207,194,0,30,0,21,0,0,0,106766398
15687_12_1558061362039301047,0,204,199,0,32,0,18,0,0,0,130446394
15687_12_1558061362231214590,0,205,198,0,32,0,18,0,0,0,165489769
15687_12_1558061362450111162,0,208,197,0,34,0,22,0,0,0,149473401
15687_12_1558061362650860946,0,201,205,0,35,0,15,0,0,0,141495819
15687_12_1558061362856088413,0,212,196,0,37,0,25,0,0,0,52988451
15687_12_1558061362909106100,0,204,204,0,37,0,17,0,0,0,151464848
15687_12_1558061363100199245,0,214,229,0,72,0,24,0,0,0,133218094
15687_12_1558061363328712286,0,203,201,0,33,0,17,0,0,0,109425528
15687_12_1558061363438162266,0,197,206,0,32,0,11,0,0,0,147172252
15687_12_1558061363585364266,0,206,200,0,35,0,19,0,0,0,160372024
15687_12_1558061363783837905,0,209,196,0,34,0,23,0,0,0,88178014
15687_12_1558061363917819411,0,212,191,0,32,0,26,0,0,0,102014320
15687_12_1558061364019858521,0,205,199,0,33,0,19,0,0,0,169159601
15687_12_1558061364189053895,0,207,199,0,35,0,21,0,0,0,161565320
15687_12_1558061364350643772,0,209,199,0,37,0,22,0,0,0,81078234
15687_12_1558061364431742779,0,212,194,0,35,0,26,0,0,0,173125000
15687_12_1558061364604901828,0,203,198,0,30,0,17,0,0,0,171011714
15687_12_1558061364815816475,0,210,193,0,32,0,24,0,0,0,63249328
15687_12_1558061364972244198,0,210,189,0,28,0,24,0,0,0,58043668
15687_12_1558061365103938191,0,201,204,0,34,0,15,0,0,0,143606159
15687_12_1558061365292632402,0,204,202,0,35,0,17,0,0,0,168903616
15687_12_1558061365461570536,0,204,199,0,32,0,17,0,0,0,123108062
15687_12_1558061365663125581,0,206,197,0,32,0,20,0,0,0,107507550
15687_12_1558061365770661238,0,200,208,0,37,0,14,0,0,0,217419563
15687_12_1558061365988106945,0,199,211,0,39,0,13,0,0,0,172691431
15687_12_1558061366203992812,0,202,206,0,37,0,16,0,0,0,138299691
15687_12_1558061366379726644,0,206,196,0,31,0,20,0,0,0,81989914
15687_12_1558061366527228166,0,208,198,0,35,0,22,0,0,0,100818573
15687_12_1558061366695966648,0,203,200,0,32,0,17,0,0,0,99936160
15687_12_1558061366795926472,0,198,205,0,32,0,12,0,0,0,160355851
15687_12_1558061366956307627,0,205,201,0,35,0,19,0,0,0,120131990
15687_12_1558061367121532944,0,207,195,0,31,0,21,0,0,0,90726936
15687_12_1558061367300152626,0,204,199,0,32,0,18,0,0,0,98570195
15687_12_1558061367517947741,0,203,199,0,31,0,17,0,0,0,99313926
15687_12_1558061367692204786,0,207,198,0,34,0,21,0,0,0,125325078
15687_12_1558061367867817469,0,199,203,0,31,0,13,0,0,0,123925784
15687_12_1558061368027107170,0,215,197,0,41,0,28,0,0,0,150703278
15687_12_1558061368227309007,0,204,197,0,30,0,18,0,0,0,123262080
15687_12_1558061368394256722,0,210,191,0,30,0,24,0,0,0,64955631
15687_12_1558061368607641595,0,207,194,0,30,0,21,0,0,0,128236275
15687_12_1558061368735911047,0,201,201,0,31,0,15,0,0,0,153830091
15687_12_1558061368889780153,0,200,207,0,36,0,14,0,0,0,171213011
15687_12_1558061369119866319,0,206,200,0,35,0,19,0,0,0,74929843
15687_12_1558061369194818614,0,207,200,0,36,0,21,0,0,0,136014160
15687_12_1558061369383048452,0,212,193,0,34,0,26,0,0,0,108881031
15687_12_1558061369536633186,0,211,191,0,31,0,25,0,0,0,60717608
15687_12_1558061369638763148,0,205,197,0,31,0,19,0,0,0,136430519
15687_12_1558061369859993361,0,202,202,0,33,0,16,0,0,0,89381014
15687_12_1558061369992114672,0,200,201,0,30,0,14,0,0,0,136551559
15687_12_1558061370163766324,0,205,200,0,34,0,18,0,0,0,118545560
15687_12_1558061370282354086,0,202,199,0,30,0,16,0,0,0,124231807
15687_12_1558061370451794397,0,213,238,0,80,0,26,0,0,0,89264268
15687_12_1558061370568706047,0,205,198,0,32,0,18,0,0,0,66272668
15687_12_1558061370634997319,0,199,204,0,32,0,12,0,0,0,82158059
15687_12_1558061370738565433,0,212,192,0,33,0,26,0,0,0,56271466
15687_12_1558061370827969571,0,207,200,0,36,0,19,0,0,0,99455677
15687_12_1558061370927445195,0,203,203,0,35,0,15,0,0,0,85315467
15687_12_1558061371175033732,0,210,201,0,40,0,24,0,0,0,44184004
15687_12_1558061371241892136,0,202,199,0,30,0,16,0,0,0,79340161
15687_12_1558061371362262635,0,204,196,0,29,0,18,0,0,0,94289459
15687_12_1558061371456583494,0,193,211,0,33,0,6,0,0,0,155867423
15687_12_1558061371642551329,0,201,208,0,38,0,14,0,0,0,148931598
15687_12_1558061371854690368,0,204,209,0,42,0,17,0,0,0,89606539
15687_12_1558061371981671357,0,200,207,0,36,0,14,0,0,0,113527229
15687_12_1558061372146180875,0,207,226,0,62,0,20,0,0,0,93952946
15687_12_1558061372301957106,0,211,207,0,47,0,24,0,0,0,63173269
15687_12_1558061372411688537,0,210,209,0,48,0,16,0,0,0,164936935
15687_12_1558061372667364721,0,201,214,0,44,0,15,0,0,0,174517824
15687_12_1558061372890728905,0,205,211,0,45,0,18,0,0,0,160414796
15687_12_1558061373083666934,0,206,202,0,37,0,19,0,0,0,131818264
15687_12_1558061373215520960,0,196,211,0,36,0,10,0,0,0,148435959
15687_12_1558061373436146723,0,201,210,0,40,0,14,0,0,0,103377017
15687_12_1558061373539548654,0,199,204,0,32,0,13,0,0,0,212332993
15687_12_1558061373778498523,0,202,204,0,35,0,16,0,0,0,115921001
15687_12_1558061373939921153,0,197,209,0,35,0,11,0,0,0,138699369
15687_12_1558061374134394027,0,211,233,0,73,0,23,0,0,0,101699429
15687_12_1558061374236165381,0,208,229,0,66,0,21,0,0,0,212522066
15687_12_1558061374499899279,0,208,200,0,37,0,21,0,0,0,65773393
15687_12_1558061374565701099,0,207,200,0,36,0,21,0,0,0,96477426
15687_12_1558061374681192271,0,202,203,0,34,0,16,0,0,0,124565272
15687_12_1558061374855084320,0,214,188,0,31,0,28,0,0,0,115262469
15687_12_1558061375029326223,0,213,204,0,46,0,27,0,0,0,102975010
15687_12_1558061375262477777,0,211,190,0,30,0,25,0,0,0,68566588
15687_12_1558061375368722060,0,207,197,0,33,0,21,0,0,0,108103676
15687_12_1558061375532454787,0,215,212,0,56,0,27,0,0,0,108820417
15687_12_1558061375678002972,0,211,208,0,48,0,23,0,0,0,81766641
15687_12_1558061375814830821,0,203,199,0,31,0,17,0,0,0,170190374
15687_12_1558061376039731940,0,203,202,0,34,0,17,0,0,0,104182569
15687_12_1558061376143950567,0,204,207,0,40,0,17,0,0,0,192565390
15687_12_1558061376392561271,0,209,190,0,28,0,23,0,0,0,105061741
15687_12_1558061376539792325,0,207,196,0,32,0,21,0,0,0,146804291
15687_12_1558061376799477654,0,205,219,0,53,0,19,0,0,0,129254311
15687_12_1558061376967360101,0,205,199,0,33,0,19,0,0,0,140806753
15687_12_1558061377199867625,0,215,224,0,68,0,26,0,0,0,145520561
15687_12_1558061377461300923,0,203,201,0,33,0,17,0,0,0,187223833
15687_12_1558061377690673828,0,202,200,0,31,0,16,0,0,0,132145084
15687_12_1558061377872017592,0,207,197,0,33,0,21,0,0,0,139938896
15687_12_1558061378109007323,0,203,208,0,40,0,17,0,0,0,114569322
15687_12_1558061378287136221,0,208,228,0,65,0,21,0,0,0,151886312
15687_12_1558061378523863705,0,200,201,0,30,0,14,0,0,0,140606444
15687_12_1558061378664496111,0,204,202,0,35,0,17,0,0,0,115581914
15687_12_1558061378780107572,0,192,211,0,32,0,6,0,0,0,153323188
15687_12_1558061378969853966,0,206,197,0,32,0,20,0,0,0,142187061
15687_12_1558061379150878073,0,211,194,0,34,0,25,0,0,0,101184361
15687_12_1558061379328758470,0,216,222,0,67,0,26,0,0,0,109742963
15687_12_1558061379489047683,0,211,225,0,65,0,24,0,0,0,262924876
15687_12_1558061379852820573,0,207,197,0,33,0,21,0,0,0,103023008
15687_12_1558061380012004058,0,204,200,0,33,0,18,0,0,0,78878620
15687_12_1558061380168232313,0,204,200,0,33,0,18,0,0,0,74492642
15687_12_1558061380291002601,0,214,234,0,77,0,28,0,0,0,135274898
15687_12_1558061380479823140,0,200,203,0,32,0,14,0,0,0,125401863
15687_12_1558061380605252939,0,205,202,0,36,0,19,0,0,0,112947139
15687_12_1558061380772034913,0,209,196,0,34,0,22,0,0,0,101545563
15687_12_1558061380936112075,0,200,204,0,33,0,14,0,0,0,121160632
15687_12_1558061381163259162,0,195,209,0,33,0,9,0,0,0,130898022
15687_12_1558061381378249550,0,206,199,0,34,0,20,0,0,0,126355578
15687_12_1558061381504635151,0,208,236,0,73,0,22,0,0,0,171050185
15687_12_1558061381727862548,0,216,236,0,81,0,26,0,0,0,191783687
15687_12_1558061381968915788,0,212,226,0,67,0,25,0,0,0,136619669
15687_12_1558061382166191261,0,204,199,0,32,0,18,0,0,0,160299531
15687_12_1558061382337933000,0,202,209,0,40,0,15,0,0,0,211848422
15687_12_1558061382583127920,0,207,213,0,49,0,20,0,0,0,187018504
15687_12_1558061382770183456,0,197,206,0,32,0,11,0,0,0,144082683
15687_12_1558061382983065059,0,208,197,0,34,0,21,0,0,0,126173857
15687_12_1558061383180805499,0,207,199,0,35,0,20,0,0,0,75248187
15687_12_1558061383342973936,0,214,219,0,62,1,26,0,0,0,156858119
15687_12_1558061383499871881,0,214,193,0,36,1,27,0,0,0,84723640
15687_12_1558061383607664319,0,212,191,0,32,0,26,0,0,0,72277784
15687_12_1558061383742764367,0,211,239,0,79,0,25,0,0,0,118929469
15687_12_1558061384076632442,0,213,190,0,32,0,27,0,0,0,131089239
15687_12_1558061384256809211,0,216,218,0,63,0,26,0,0,0,153425750
15687_12_1558061384496490658,0,206,198,0,33,0,19,0,0,0,111436075
15687_12_1558061384651846166,0,203,199,0,31,0,16,0,0,0,143261552
15687_12_1558061384828460946,0,202,204,0,35,0,15,0,0,0,128581721
15687_12_1558061385039788806,0,209,195,0,33,0,23,0,0,0,105861627
15687_12_1558061385145682147,0,208,230,0,67,0,22,0,0,0,224932491
15687_12_1558061385370642550,0,207,198,0,34,0,20,0,0,0,158199628
15687_12_1558061385558896005,0,209,223,0,61,0,21,0,0,0,144553807
15687_12_1558061385752871749,0,208,193,0,30,0,22,0,0,0,123872555
15687_12_1558061385934278516,0,209,203,0,41,0,20,0,0,0,96028249
15687_12_1558061386030343641,0,204,204,0,37,0,18,0,0,0,123616376
15687_12_1558061386206235543,0,207,196,0,32,0,21,0,0,0,113345681
15687_12_1558061386319607056,0,207,195,0,31,0,21,0,0,0,199934068
15687_12_1558061386600388829,0,202,202,0,33,0,15,0,0,0,103282186
15687_12_1558061386763984450,0,210,192,0,31,0,24,0,0,0,177013060
15687_12_1558061386941023142,0,215,187,0,31,0,28,0,0,0,92987062
15687_12_1558061387069214602,0,199,209,0,37,0,12,0,0,0,105130536
15687_12_1558061387219477842,0,213,193,0,35,0,26,0,0,0,62318555
15687_12_1558061387398999910,0,206,203,0,38,0,20,0,0,0,137605050
15687_12_1558061387599890608,0,206,199,0,34,0,20,0,0,0,106213695
15687_12_1558061387735061529,0,208,194,0,31,0,22,0,0,0,116839552
15687_12_1558061387897918188,0,208,194,0,31,0,22,0,0,0,121725628
15687_12_1558061388112219452,0,211,195,0,35,0,24,0,0,0,95825701
15687_12_1558061388343800917,0,211,190,0,30,0,25,0,0,0,55977822
15687_12_1558061388506515084,0,214,192,0,35,0,28,0,0,0,118345946
15687_12_1558061388723920215,0,213,193,0,35,0,25,0,0,0,67347189
15687_12_1558061388920060167,0,204,222,0,55,0,18,0,0,0,84573619
15687_12_1558061389004660137,0,212,215,0,56,0,23,0,0,0,133939133
15687_12_1558061389172049097,0,201,206,0,36,0,15,0,0,0,97598530
15687_12_1558061389324605184,0,209,197,0,35,0,22,0,0,0,125001412
15687_12_1558061389496440480,0,206,198,0,33,0,20,0,0,0,98356598
15687_12_1558061389631745080,0,213,189,0,31,0,27,0,0,0,50585798
15687_12_1558061389682358137,0,204,198,0,31,0,18,0,0,0,77449849
15687_12_1558061389798531785,0,206,197,0,32,0,20,0,0,0,71110731
15687_12_1558061389893821059,0,205,208,0,42,0,19,0,0,0,129379115
15687_12_1558061390095174608,0,209,194,0,32,0,23,0,0,0,86217785
15687_12_1558061390279222019,0,212,193,0,34,0,26,0,0,0,48531548
15687_12_1558061390327776602,0,200,210,0,39,0,14,0,0,0,123545606
15687_12_1558061390543979145,0,214,191,0,34,0,26,0,0,0,81721414
15687_12_1558061390669478016,0,202,202,0,33,0,16,0,0,0,130266036
15687_12_1558061390863808926,0,208,193,0,30,0,22,0,0,0,101076627
15687_12_1558061391025096441,0,207,197,0,33,0,21,0,0,0,109769540
15687_12_1558061391182100307,0,207,198,0,34,0,21,0,0,0,123310870
15687_12_1558061391356472232,0,208,198,0,35,0,22,0,0,0,141561380
15687_12_1558061391546943818,0,203,238,0,70,0,17,0,0,0,153442106
15687_12_1558061391700419656,0,198,241,0,68,0,11,0,0,0,228462118
15687_12_1558061391928905473,0,206,218,0,53,0,19,0,0,0,77406360
15687_12_1558061392076303249,0,208,201,0,38,0,21,0,0,0,65598943
15687_12_1558061392160305284,0,208,211,0,48,0,22,0,0,0,140121042
15687_12_1558061392404036102,0,210,192,0,31,0,24,0,0,0,119739913
15687_12_1558061392627862117,0,213,191,0,33,0,27,0,0,0,126379328
15687_12_1558061392754294341,0,211,225,0,65,0,23,0,0,0,165437367
15687_12_1558061392919762773,0,201,208,0,38,0,15,0,0,0,133705286
15687_12_1558061393084825416,0,206,198,0,33,0,20,0,0,0,142732625
15687_12_1558061393227615851,0,211,191,0,31,0,25,0,0,0,139588201
15687_12_1558061393413135463,0,207,198,0,34,0,21,0,0,0,125956619
15687_12_1558061393598137139,0,207,196,0,32,0,21,0,0,0,127960926
15687_12_1558061393768491167,0,214,193,0,36,0,28,0,0,0,91744037
15687_12_1558061393984078203,0,201,208,0,38,0,16,0,0,0,102460987
15687_12_1558061394086575393,0,201,204,0,34,0,15,0,0,0,146349912
15687_12_1558061394266153266,0,209,198,0,36,0,22,0,0,0,183163027
15687_12_1558061394496916420,0,213,192,0,34,0,26,0,0,0,77582466
15687_12_1558061394632635548,0,213,191,0,33,0,27,0,0,0,65849228
15687_12_1558061394804061926,0,211,221,0,61,0,25,0,0,0,137580385
15687_12_1558061395014707530,0,207,197,0,33,0,21,0,0,0,88454999
15687_12_1558061395167982328,0,206,197,0,32,0,20,0,0,0,97585546
15687_12_1558061395303859820,0,203,201,0,33,0,17,0,0,0,133302306
15687_12_1558061395472387373,0,202,205,0,36,0,15,0,0,0,105487723
15687_12_1558061395640463422,0,203,208,0,40,0,16,0,0,0,120783743
15687_12_1558061395789461599,0,203,201,0,33,0,17,0,0,0,122790353
15687_12_1558061395959392970,0,194,209,0,32,0,8,0,0,0,250296116
15687_12_1558061396268637645,0,205,196,0,30,0,19,0,0,0,159856882
15687_12_1558061396507131737,0,212,203,0,44,0,24,0,0,0,68668056
15687_12_1558061396603969093,0,206,196,0,31,0,20,0,0,0,115193879
15687_12_1558061396762449076,0,202,202,0,33,0,16,0,0,0,165299503
15687_12_1558061396964991167,0,209,215,0,53,0,23,0,0,0,113164663
15687_12_1558061397126461472,0,203,199,0,31,0,17,0,0,0,134073889
15687_12_1558061397356284673,0,202,206,0,37,0,16,0,0,0,80285449
15687_12_1558061397483590103,0,211,224,0,64,0,24,0,0,0,215194733
15687_12_1558061397698814571,0,203,228,0,60,0,17,0,0,0,151138431
15687_12_1558061397937846768,0,209,199,0,37,0,22,0,0,0,100134263
15687_12_1558061398082264888,0,199,206,0,34,0,13,0,0,0,149662782
15687_12_1558061398262875391,0,201,203,0,33,0,14,0,0,0,129195183
15687_12_1558061398392106923,0,206,198,0,33,0,20,0,0,0,138250403
15687_12_1558061398530385012,0,199,221,0,49,0,13,0,0,0,172641133
15687_12_1558061398760272294,0,212,255,0,96,0,23,0,0,0,125725617
15687_12_1558061398926961198,0,210,206,0,45,0,23,0,0,0,233136533
15687_12_1558061399261651640,0,211,220,0,60,0,24,0,0,0,154915033
15687_12_1558061399467548671,0,204,199,0,32,0,18,0,0,0,108441006
15687_12_1558061399576013303,0,203,205,0,37,0,16,0,0,0,197467537
15687_12_1558061399857761236,0,207,196,0,32,0,21,0,0,0,95742647
15687_12_1558061399999930925,0,204,203,0,36,0,18,0,0,0,138874975
15687_12_1558061400222133808,0,196,207,0,32,0,10,0,0,0,125591306
15687_12_1558061400412367619,0,197,210,0,36,0,11,0,0,0,147328914
15687_12_1558061400614978031,0,211,193,0,33,0,24,0,0,0,60473343
15687_12_1558061400723795743,0,204,199,0,32,0,18,0,0,0,89237171
15687_12_1558061400879301254,0,210,198,0,37,0,23,0,0,0,107351229
15687_12_1558061400986722891,0,202,205,0,36,0,16,0,0,0,137685560
15687_12_1558061401167644878,0,208,193,0,30,0,22,0,0,0,107632235
15687_12_1558061401275299128,0,204,200,0,33,0,18,0,0,0,157377292
15687_12_1558061401432695137,0,201,208,0,38,0,15,0,0,0,118291255
15687_12_1558061401639533680,0,213,190,0,32,0,27,0,0,0,51110065
15687_12_1558061401857123271,0,207,195,0,31,0,21,0,0,0,71274866
15687_12_1558061401928417457,0,207,200,0,36,0,21,0,0,0,112789311
15687_12_1558061402103813033,0,196,210,0,35,0,10,0,0,0,120964170
15687_12_1558061402224803411,0,199,209,0,37,0,13,0,0,0,157810816
15687_12_1558061402382639991,0,203,208,0,40,0,16,0,0,0,183737263
15687_12_1558061402658443473,0,211,191,0,31,0,23,0,0,0,74005090
15687_12_1558061402786591222,0,206,200,0,35,0,20,0,0,0,149703997
15687_12_1558061402997610953,0,215,219,0,63,0,27,0,0,0,149648227
15687_12_1558061403192689098,0,211,194,0,34,0,25,0,0,0,139101944
15687_12_1558061403392100825,0,196,207,0,32,0,10,0,0,0,227279785
15687_12_1558061403619414097,0,203,213,0,45,0,17,0,0,0,221758001
15687_12_1558061403903098580,0,203,202,0,34,0,17,0,0,0,87496706
15687_12_1558061404074751461,0,208,230,0,67,0,22,0,0,0,185635118
15687_12_1558061404350772994,0,203,205,0,37,0,17,0,0,0,119400571
15687_12_1558061404470209904,0,199,208,0,36,0,13,0,0,0,77164323
15687_12_1558061404636452359,0,210,204,0,43,0,24,0,0,0,109636199
15687_12_1558061404815664824,0,211,191,0,31,0,25,0,0,0,90145191
15687_12_1558061405015994502,0,211,219,0,59,0,24,0,0,0,117248480
15687_12_1558061405133267082,0,209,224,0,62,0,22,0,0,0,261001980
15687_12_1558061405440001937,0,210,218,0,57,0,24,0,0,0,127619640
15687_12_1558061405723837603,0,201,202,0,32,0,15,0,0,0,120951140
15687_12_1558061405888526896,0,210,226,0,65,0,23,0,0,0,139615661
15687_12_1558061406072032228,0,195,207,0,31,0,9,0,0,0,85645374
15687_12_1558061406203967174,0,203,202,0,34,0,17,0,0,0,121094254
15687_12_1558061406325092074,0,202,204,0,35,0,16,0,0,0,147727443
15687_12_1558061406587792005,0,205,198,0,32,0,19,0,0,0,89002651
15687_12_1558061406747012846,0,208,197,0,34,0,21,0,0,0,115583133
15687_12_1558061406920041959,0,207,236,0,72,0,19,0,0,0,141371527
15687_12_1558061407107284017,0,208,226,0,63,0,21,0,0,0,147723643
15687_12_1558061407305714506,0,202,198,0,29,0,16,0,0,0,99312175
15687_12_1558061407445631715,0,205,235,0,69,0,17,0,0,0,135839383
15687_12_1558061407643860444,0,210,211,0,50,0,23,0,0,0,178000281
15687_12_1558061407866194926,0,207,222,0,58,0,21,0,0,0,137191626
15687_12_1558061408053548247,0,210,204,0,43,0,24,0,0,0,202002396
15687_12_1558061408274674668,0,209,226,0,64,0,22,0,0,0,123341470
15687_12_1558061408430392270,0,212,212,0,53,0,26,0,0,0,103397425
15687_12_1558061408576327229,0,201,206,0,36,0,15,0,0,0,143535166
15687_12_1558061408779134789,0,212,188,0,29,0,26,0,0,0,71406132
15687_12_1558061408933459336,0,198,211,0,38,0,11,0,0,0,87699537
15687_12_1558061409071942296,0,210,193,0,32,0,24,0,0,0,112278963
15687_12_1558061409271955229,0,208,194,0,31,0,22,0,0,0,69371431
15687_12_1558061409377419177,0,210,190,0,29,0,24,0,0,0,86230530
15687_12_1558061409504351763,0,204,199,0,32,0,18,0,0,0,111417526
15687_12_1558061409659024043,0,209,202,0,40,0,23,0,0,0,127130614
15687_12_1558061409827626869,0,209,193,0,31,0,23,0,0,0,91536089
15687_12_1558061410004011761,0,212,191,0,32,0,26,0,0,0,84071707
15687_12_1558061410144461581,0,212,192,0,33,0,26,0,0,0,120562015
15687_12_1558061410306608672,0,208,192,0,29,0,22,0,0,0,92767269
15687_12_1558061410428136881,0,205,198,0,32,0,19,0,0,0,83801384
15687_12_1558061410539617336,0,203,199,0,31,0,17,0,0,0,190487436
15687_12_1558061410776759959,0,199,203,0,31,0,13,0,0,0,147874750
15687_12_1558061411009497443,0,205,197,0,31,0,18,0,0,0,74718103
15687_12_1558061411084243307,0,204,202,0,35,0,18,0,0,0,159468263
15687_12_1558061411296739984,0,209,206,0,44,0,22,0,0,0,121547924
15687_12_1558061411418321494,0,206,201,0,36,0,19,0,0,0,153018362
15687_12_1558061411608146703,0,211,194,0,34,0,24,0,0,0,71195302
15687_12_1558061411716894466,0,213,190,0,32,0,27,0,0,0,102642889
15687_12_1558061411878629585,0,204,207,0,40,0,17,0,0,0,154606473
15687_12_1558061412093518080,0,201,205,0,35,0,15,0,0,0,174239624
15687_12_1558061412356033600,0,205,202,0,36,0,19,0,0,0,122043053
15687_12_1558061412527452474,0,212,191,0,32,0,24,0,0,0,107265117
15687_12_1558061412634739782,0,208,197,0,34,0,22,0,0,0,193301595
15687_12_1558061412876066187,0,214,226,0,69,0,25,0,0,0,188426882
15687_12_1558061413114752030,0,199,202,0,30,0,13,0,0,0,134162138
15687_12_1558061413339314690,0,211,192,0,32,0,25,0,0,0,72575552
15687_12_1558061413411935894,0,201,204,0,34,0,15,0,0,0,182371647
15687_12_1558061413651051449,0,200,202,0,31,0,14,0,0,0,109377602
15687_12_1558061413819770447,0,202,205,0,36,0,16,0,0,0,168111195
15687_12_1558061414039234806,0,200,216,0,45,0,14,0,0,0,169282602
15687_12_1558061414208573820,0,201,202,0,32,0,15,0,0,0,131659488
15687_12_1558061414340281644,0,204,197,0,30,0,18,0,0,0,123477302
15687_12_1558061414523889318,0,203,197,0,29,0,17,0,0,0,105316497
15687_12_1558061414679784781,0,209,218,0,56,0,21,0,0,0,122724843
15687_12_1558061414846206266,0,203,208,0,40,0,16,0,0,0,175842291
15687_12_1558061415126287062,0,201,199,0,29,0,15,0,0,0,88001525
15687_12_1558061415248594440,0,206,196,0,31,0,19,0,0,0,77797286
15687_12_1558061415326413347,0,203,198,0,30,0,17,0,0,0,129763340
15687_12_1558061415499726762,0,204,202,0,35,0,18,0,0,0,96567901
15687_12_1558061415596327309,0,194,208,0,31,0,8,0,0,0,168304007
15687_12_1558061415804879954,0,208,197,0,34,0,22,0,0,0,188550231
15687_12_1558061416096203463,0,206,194,0,29,0,20,0,0,0,105953048
15687_12_1558061416266605737,0,209,192,0,30,0,23,0,0,0,151459473
15687_12_1558061416477188832,0,211,195,0,35,0,25,0,0,0,110044210
15687_12_1558061416631947558,0,200,202,0,31,0,14,0,0,0,82642183
15687_12_1558061416749410046,0,202,208,0,39,0,16,0,0,0,102826425
15687_12_1558061416853076529,0,212,191,0,32,0,25,0,0,0,111673570
15687_12_1558061417013220782,0,205,198,0,32,0,19,0,0,0,120672135
15687_12_1558061417179793111,0,206,197,0,32,0,20,0,0,0,87295662
15687_12_1558061417349306178,0,203,201,0,33,0,17,0,0,0,135116577
15687_12_1558061417524116658,0,203,203,0,35,0,17,0,0,0,135895034
15687_12_1558061417683343536,0,209,195,0,33,0,23,0,0,0,204494696
15687_12_1558061417951054519,0,203,199,0,31,0,16,0,0,0,107538141
15687_12_1558061418128524897,0,197,209,0,35,0,10,0,0,0,157232275
15687_12_1558061418367785700,0,208,209,0,46,0,21,0,0,0,149477105
15687_12_1558061418592152465,0,211,223,0,63,0,24,0,0,0,107372888
15687_12_1558061418753667155,0,217,224,0,70,0,28,0,0,0,179829781
15687_12_1558061418933523317,0,201,202,0,32,0,15,0,0,0,189416899
15687_12_1558061419170447039,0,206,198,0,33,0,20,0,0,0,118743035
15687_12_1558061419332073878,0,203,199,0,31,0,17,0,0,0,96733469
15687_12_1558061419473624112,0,206,195,0,30,0,20,0,0,0,111109388
15687_12_1558061419584763225,0,206,196,0,31,0,20,0,0,0,113463391
15687_12_1558061419755632105,0,207,202,0,38,0,21,0,0,0,120530054
15687_12_1558061419876184776,0,202,204,0,35,0,15,0,0,0,164576247
15687_12_1558061420040823911,0,203,202,0,34,0,16,0,0,0,170219523
15687_12_1558061420247804243,0,205,199,0,33,0,19,0,0,0,114063221
15687_12_1558061420428706027,0,207,196,0,32,0,21,0,0,0,114287020
15687_12_1558061420599924572,0,207,195,0,31,0,21,0,0,0,92588493
15687_12_1558061420752159939,0,205,198,0,32,0,19,0,0,0,124868484
15687_12_1558061420877059764,0,203,200,0,32,0,17,0,0,0,150651200
15687_12_1558061421070064422,0,203,203,0,35,0,16,0,0,0,96189168
15687_12_1558061421255148296,0,208,192,0,29,0,22,0,0,0,83863142
15687_12_1558061421390774178,0,210,224,0,63,0,23,0,0,0,94791151
15687_12_1558061421485597212,0,211,218,0,58,0,23,0,0,0,134194751
15687_12_1558061421656129644,0,214,249,0,92,0,26,0,0,0,182000237
15687_12_1558061421856767500,0,199,203,0,31,0,13,0,0,0,119446916
15687_12_1558061422001764708,0,202,199,0,30,0,16,0,0,0,124055994
15687_12_1558061422125842275,0,205,199,0,33,0,17,0,0,0,105397649
15687_12_1558061422324037462,0,214,190,0,33,0,26,0,0,0,107096381
15687_12_1558061422504458867,0,208,195,0,32,0,22,0,0,0,98775775
15687_12_1558061422603255207,0,204,199,0,32,0,18,0,0,0,152280005
15687_12_1558061422822843310,0,209,192,0,30,0,23,0,0,0,126878702
15687_12_1558061423099806514,0,202,204,0,35,0,16,0,0,0,130868959
15687_12_1558061423268485612,0,197,206,0,32,0,11,0,0,0,104704682
15687_12_1558061423443134795,0,208,195,0,32,0,22,0,0,0,120957213
15687_12_1558061423621341603,0,210,195,0,34,0,22,0,0,0,83842263
15687_12_1558061423741777166,0,202,201,0,32,0,16,0,0,0,123705614
15687_12_1558061423865505717,0,209,195,0,33,0,23,0,0,0,170856679
15687_12_1558061424083155431,0,211,223,0,63,0,22,0,0,0,180972436
15687_12_1558061424264182886,0,210,225,0,64,0,24,0,0,0,242326484
15687_12_1558061424541132062,0,204,200,0,33,0,18,0,0,0,91241724
15687_12_1558061424665353633,0,205,203,0,37,0,17,0,0,0,185062761
